bulan,tahun,jenis,kode_trayek,trayek,jumlah_penumpang
Oktober,2019, ANGKUTAN EKSEKUTIF ROYAL TRANS ,D31,CINERE - KUNINGAN,2247
Oktober,2019, ANGKUTAN EKSEKUTIF ROYAL TRANS ,S31,BINTARO - BLOK M VIA JORR,15289
Oktober,2019, ANGKUTAN EKSEKUTIF ROYAL TRANS ,S12,BSD - MRT FATMAWATI,19892
Oktober,2019, ANGKUTAN EKSEKUTIF ROYAL TRANS ,B15,JATI BENING - BLOK M,5027
Oktober,2019, ANGKUTAN EKSEKUTIF ROYAL TRANS ,B16,JATI BENING - KUNINGAN,1466
Oktober,2019, ANGKUTAN UMUM LAINNYA ,GR1,BUNDARAN SENAYAN - HARMONI (BUS GRATIS),412508
Oktober,2019, ANGKUTAN UMUM LAINNYA ,GR2,TANAH ABANG EXPLORER,213685
Oktober,2019, ANGKUTAN UMUM LAINNYA ,TJC,TRANSJAKARTA CARES,4687
Oktober,2019, ANGKUTAN UMUM LAINNYA ,G1,GRATIS GATE NON BRT,3449
Oktober,2019, ANGKUTAN UMUM LAINNYA ,,ROMBONGAN APRESIASI LURAH/CAMAT DKI,6326
Oktober,2019, ANGKUTAN UMUM LAINNYA ,,ROMBONGAN ACARA ISOCARP 55,1
Oktober,2019, ANGKUTAN UMUM LAINNYA ,,ACARA LENONG BETAWI,112
Oktober,2019, ANGKUTAN UMUM LAINNYA ,,ACARA ANAK YATIM,1914
Oktober,2019, ANGKUTAN UMUM LAINNYA ,,ROMBONGAN RT/RW JUMANTIK,9252
Oktober,2019, ANGKUTAN UMUM LAINNYA ,,ROMBONGAN IKADA,200
Oktober,2019, ANGKUTAN UMUM LAINNYA ,,ROMBONGAN PKK DKI,892
Oktober,2019, ANGKUTAN UMUM LAINNYA ,,ACARA PEKAN OLAHRAGA MAHASISWA (POMNAS),352
Oktober,2019, ANGKUTAN UMUM LAINNYA ,,ACARA JAKARTA URBAN KAMPUNG COMPEREN (JUKC),200
Oktober,2019, ANGKUTAN UMUM LAINNYA ,,ROMBONGAN HUT TNI,0
Oktober,2019, ANGKUTAN UMUM LAINNYA ,,RM FESTIVAL BAKAR BATU,0
Oktober,2019, ANGKUTAN UMUM LAINNYA ,,MILAD BANK JABAR,0
Oktober,2019, ANGKUTAN UMUM LAINNYA ,,KONGRES VIII LMND,0
Oktober,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-1,TANJUNG PRIOK - PLUMPANG,94884
Oktober,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-2,KAMPUNG MELAYU - DUREN SAWIT,78887
Oktober,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-3,LEBAK BULUS - PONDOK LABU,74315
Oktober,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-4,GROGOL - JEMBATAN DUA,69606
Oktober,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-5,SEMPER - ROROTAN,11126
Oktober,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-6,KAMPUNG RAMBUTAN - PONDOK GEDE,116468
Oktober,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-7,TANAH ABANG - TAWAKAL,80757
Oktober,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-8,ROXY - BENDUNGAN HILIR,17147
Oktober,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-9,ROXY KARET,0
Oktober,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-10,TANAH ABANG-KOTA,51101
Oktober,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-11,TANAH ABANG-KEBAYORAN LAMA,64979
Oktober,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-12,TANAH ABANG- KAMPUNG BARU KEBAYORAN,48199
Oktober,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-13,TANAH ABANG - KOTA INTAN ,0
Oktober,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-14,TANAH ABANG-MERUYA,127424
Oktober,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-15,TANJUNG PRIOK - BULAK TURI,175585
Oktober,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-16,PGC - CONDET,14719
Oktober,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-17,PULOGADUNG - SENEN,55867
Oktober,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-18,STASIUN KALIBATA - KUNINGAN,40948
Oktober,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-19,PINANG RANTI - SETU,235625
Oktober,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-20,LUBANG BUAYA - CAWANG UKI,143263
Oktober,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-21,DWIKORA - CILILITAN,152556
Oktober,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-22,PENAS KALIMALANG - DWIKORA,72467
Oktober,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-24,SENEN - PULOGADUNG VIA KELAPA GADING,89301
Oktober,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-25,PASAR REBO - KALISARI,90685
Oktober,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-26,RAWAMANGUN - DUREN SAWIT,84539
Oktober,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-27,PULOGEBANG - ROROTAN,81208
Oktober,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-28,PASAR REBO - TAMAN WILADATIKA,117709
Oktober,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-29,TANJUNG PRIOK - KELAPA GADING,160182
Oktober,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-30,MERUYA - CITRALAND,240146
Oktober,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-31,PONDOK LABU - BLOK M,143159
Oktober,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-32,PETUKANGAN - LEBAK BULUS,166305
Oktober,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-33,PULO GADUNG - KOTA,60805
Oktober,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-34,RAWAMANGUN - KLENDER,865
Oktober,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-36,CILANGKAP - CILILITAN,109654
Oktober,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-37,CILILITAN - CONDET VIA KAYU MANIS,149179
Oktober,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-38,BULAK RINGIN - KAMPUNG RAMBUTAN,110509
Oktober,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-39,DUREN SAWIT - KALIMALANG,81094
Oktober,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-40,PULOGEBANG - TAMAN HARAPAN BARU,58206
Oktober,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-42,PONDOK KELAPA - KAMPUNG MELAYU,0
Oktober,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-44,ANDARA - LENTENG AGUNG,8952
Oktober,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-45,LEBAK BULUS - RAGUNAN,119089
Oktober,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-47,PASAR MINGGU - CIGANJUR,75798
Oktober,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-50,KALIDERES - PURI KEMBANGAN,101168
Oktober,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-51,TAMAN KOTA - BUDI LUHUR,209954
Oktober,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-56,GROGOL - SRENGSENG,48756
Oktober,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-58,CILINCING - ROROTAN,114797
Oktober,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-59,RAWASENGON - RAWAMANGUN,127911
Oktober,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-60,KELAPA GADING - RUSUN KEMAYORAN,76369
Oktober,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-61,PULOGADUNG - CEMPAKA PUTIH,60777
Oktober,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-64,LENTENG AGUNG - ASELI,7784
Oktober,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-72,KAMPUNG RAMBUTAN - PASAR REBO VIA PONCOL,152794
Oktober,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-75,CILILITAN - KAMPUNG PULO,30653
Oktober,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-77,TANJUNG PRIOK - JEMBATAN HITAM,7405
Oktober,2019,ANGKUTAN WISATA,BW1,SEJARAH JAKARTA,64036
Oktober,2019,ANGKUTAN WISATA,BW2,JAKARTA MODERN,38488
Oktober,2019,ANGKUTAN WISATA,BW4,PENCAKAR LANGIT,21248
Oktober,2019,ANGKUTAN WISATA,BW3,KESENIAN DAN KULINER,10349
Oktober,2019,ANGKUTAN WISATA,BW5,WISATA KALIJODO,15585
Oktober,2019,ANGKUTAN WISATA,BW6,MAKAM MBAH PRIUK,3285
Oktober,2019,ANGKUTAN WISATA,BW7,JAKARTA BELANJA,8108
Oktober,2019,ANGKUTAN UMUM INTEGRASI RUSUN,2E,RUSUN RAWA BEBEK - PAKIN,17293
Oktober,2019,ANGKUTAN UMUM INTEGRASI RUSUN,2F,RUSUN CAKUNG BARAT (ALBO) - PULO GADUNG 1,25038
Oktober,2019,ANGKUTAN UMUM INTEGRASI RUSUN,2H,RUSUN JATI RAWASARI - SENEN,3995
Oktober,2019,ANGKUTAN UMUM INTEGRASI RUSUN,3A,RUSUN PESAKIH - KALIDERES,2568
Oktober,2019,ANGKUTAN UMUM INTEGRASI RUSUN,3B,RUSUN FLAMBOYAN - KALIDERES,7642
Oktober,2019,ANGKUTAN UMUM INTEGRASI RUSUN,3C,RUSUN KAPUK MUARA - PENJARINGAN,7072
Oktober,2019,ANGKUTAN UMUM INTEGRASI RUSUN,4E,RUSUN JATINEGARA KAUM - PULO GADUNG 2,2537
Oktober,2019,ANGKUTAN UMUM INTEGRASI RUSUN,9F,RUSUN TAMBORA - PLUIT,5548
Oktober,2019,ANGKUTAN UMUM INTEGRASI RUSUN,10A,RUSUN MARUNDA - TANJUNG PRIOK,47016
Oktober,2019,ANGKUTAN UMUM INTEGRASI RUSUN,10B,RUSUN CIPINANG BESAR SELATAN - PENAS KALIMALANG,10225
Oktober,2019,ANGKUTAN UMUM INTEGRASI RUSUN,11B,RUSUN RAWA BEBEK - PENGGILINGAN,619
Oktober,2019,ANGKUTAN UMUM INTEGRASI RUSUN,11C,RUSUN PINUS ELOK - RUSUN PULO GEBANG,31498
Oktober,2019,ANGKUTAN UMUM INTEGRASI RUSUN,11K,RUSUN KOMARUDIN - PENGGILINGAN,8282
Oktober,2019,ANGKUTAN UMUM INTEGRASI RUSUN,11M,RUSUN RAWA BEBEK - BUKIT DURI,38316
Oktober,2019,ANGKUTAN UMUM INTEGRASI RUSUN,11N,RUSUN CIPINANG MUARA - JATINEGARA,3269
Oktober,2019,ANGKUTAN UMUM INTEGRASI RUSUN,11P,RUSUN PONDOK BAMBU - WALIKOTA JAKARTA TIMUR,3279
Oktober,2019,ANGKUTAN UMUM INTEGRASI RUSUN,11R,RUSUN CAKUNG KM 2 - BUKIT DURI,7014
Oktober,2019,ANGKUTAN UMUM INTEGRASI RUSUN,12C,RUSUN WADUK PLUIT- PENJARINGAN,8968
Oktober,2019,ANGKUTAN UMUM INTEGRASI RUSUN,12D,RUSUN SUKAPURA - SUNTER (VIA KELAPA GADING),11419
Oktober,2019,ANGKUTAN UMUM INTEGRASI RUSUN,12F,RUSUN MARUNDA - RUSUN WADUK PLUIT,30419
Oktober,2019,ANGKUTAN UMUM INTEGRASI RUSUN,12H,RUSUN PENJARINGAN - PENJARINGAN,6683
Oktober,2019,LAMPIRAN LAYANAN GRATIS BRT,PNS,GRATIS PNS DKI DAN PENSIUNAN PNS,42969
Oktober,2019,LAMPIRAN LAYANAN GRATIS BRT,TKD,GRATIS TENAGA KONTRAK DKI,21743
Oktober,2019,LAMPIRAN LAYANAN GRATIS BRT,KJP,GRATIS PENERIMA KJP,39236
Oktober,2019,LAMPIRAN LAYANAN GRATIS BRT,KST,GRATIS KARYAWAN SWASTA TERTENTU,5908
Oktober,2019,LAMPIRAN LAYANAN GRATIS BRT,RSN,GRATIS PENGHUNI RUMAH SUSUN,20722
Oktober,2019,LAMPIRAN LAYANAN GRATIS BRT,PAS,GRATIS KTP KEPULAUAN SERIBU,391
Oktober,2019,LAMPIRAN LAYANAN GRATIS BRT,PBS,GRATIS PENERIMA RASKIN,216
Oktober,2019,LAMPIRAN LAYANAN GRATIS BRT,TNI,GRATIS TNI/POLRI,12
Oktober,2019,LAMPIRAN LAYANAN GRATIS BRT,VET,GRATIS VETERAN, -   
Oktober,2019,LAMPIRAN LAYANAN GRATIS BRT,KPD,GRATIS PENYANDANG DISABILITAS,7779
Oktober,2019,LAMPIRAN LAYANAN GRATIS BRT,PLU,GRATIS LANSIA,443021
Oktober,2019,LAMPIRAN LAYANAN GRATIS BRT,MAR,GRATIS MARBOT,70
Oktober,2019,LAMPIRAN LAYANAN GRATIS BRT,PAUD,GRATIS PAUD,6252
Oktober,2019,LAMPIRAN LAYANAN GRATIS BRT,JMT,GRATIS JUMANTIK,7149
Oktober,2019,LAMPIRAN RINCIAN GRATIS GATE NON BRT,B11,HALTE MM BARAT,1094
Oktober,2019,LAMPIRAN RINCIAN GRATIS GATE NON BRT,B12,HALTE SUMARECON BEKASI,557
Oktober,2019,LAMPIRAN RINCIAN GRATIS GATE NON BRT,B21,HALTE BULAK KAPAL,978
Oktober,2019,LAMPIRAN RINCIAN GRATIS GATE NON BRT,B22,HALTE BTC,376
Oktober,2019,LAMPIRAN RINCIAN GRATIS GATE NON BRT,6C,HALTE TEBET,952
November,2019,BRT,1,KORIDOR 1 (BLOK M - KOTA),2533287
November,2019,BRT,2,KORIDOR 2 (PULOGADUNG 1 - HARMONI),938282
November,2019,BRT,3,KORIDOR 3 (KALIDERES - PASAR BARU),1153406
November,2019,BRT,4,KORIDOR 4 (PULOGADUNG 2 - DUKUH ATAS 2),91717
November,2019,BRT,5,KORIDOR 5 (KAMPUNG MELAYU - ANCOL),1175092
November,2019,BRT,6,KORIDOR 6 (RAGUNAN - DUKUH ATAS 2),1124575
November,2019,BRT,7,KORIDOR 7 (KAMPUNG RAMBUTAN - KAMPUNG MELAYU),1116233
November,2019,BRT,8,KORIDOR 8 (LEBAK BULUS - HARMONI),1166396
November,2019,BRT,9,KORIDOR 9 (PINANG RANTI - PLUIT),1620429
November,2019,BRT,10,KORIDOR 10 (PGC 2 - PLUIT),915165
November,2019,BRT,11,KORIDOR 11 (PULOGEBANG - KAMPUNG MELAYU),359276
November,2019,BRT,12,KORIDOR 12 (PENJARINGAN - TANJUNG PRIOK),284908
November,2019,BRT,13,KORIDOR 13 (CBD CILEDUG - BLOK M),846227
November,2019,ANGKUTAN UMUM INTEGRASI,1A,PIK - BALAIKOTA,12118
November,2019,ANGKUTAN UMUM INTEGRASI,1B,STASIUN PALMERAH - TOSARI,57596
November,2019,ANGKUTAN UMUM INTEGRASI,1F,STASIUN PALMERAH - BUNDARAN SENAYAN,31543
November,2019,ANGKUTAN UMUM INTEGRASI,1C,PESANGGRAHAN - BLOK M,65693
November,2019,ANGKUTAN UMUM INTEGRASI,1E,PONDOK LABU - BLOK M,192537
November,2019,ANGKUTAN UMUM INTEGRASI,1H,STASIUN TANAH ABANG - STASIUN GONDANGDIA,73535
November,2019,ANGKUTAN UMUM INTEGRASI,1M ,BLOK M - MERUYA,52393
November,2019,ANGKUTAN UMUM INTEGRASI,1N,TANAH ABANG - BLOK M,38967
November,2019,ANGKUTAN UMUM INTEGRASI,1P,SENEN - BUNDERAN SENAYAN,3318
November,2019,ANGKUTAN UMUM INTEGRASI,1Q,REMPOA - BLOK M,75201
November,2019,ANGKUTAN UMUM INTEGRASI,1R,STASIUN PASAR SENEN - STASIUN TANAH ABANG,49786
November,2019,ANGKUTAN UMUM INTEGRASI,2K,JGC - HARAPAN INDAH,2725
November,2019,ANGKUTAN UMUM INTEGRASI,3D,PENJARINGAN - RAWA BUAYA,44021
November,2019,ANGKUTAN UMUM INTEGRASI,3E,SENTRALAND CENGKARENG - PURI KEMBANGAN,5574
November,2019,ANGKUTAN UMUM INTEGRASI,4A,TU GAS - GROGOL 2,26681
November,2019,ANGKUTAN UMUM INTEGRASI,4B,STASIUN MANGGARAI - UI,233339
November,2019,ANGKUTAN UMUM INTEGRASI,4C,TU GAS - BUNDERAN SENAYAN,18961
November,2019,ANGKUTAN UMUM INTEGRASI,4F,PONDOK GEDE - PULOGADUNG 2,148223
November,2019,ANGKUTAN UMUM INTEGRASI,DA1,DUKUH ATAS - SAM RATULANGI,1075
November,2019,ANGKUTAN UMUM INTEGRASI,DA2,DUKUH ATAS - TANAH ABANG,3363
November,2019,ANGKUTAN UMUM INTEGRASI,DA3,DUKUH ATAS - KUNINGAN,13931
November,2019,ANGKUTAN UMUM INTEGRASI,DA4,DUKUH ATAS - KOTA,1277
November,2019,ANGKUTAN UMUM INTEGRASI,5A,KAMPUNG MELAYU - GROGOL 1,43569
November,2019,ANGKUTAN UMUM INTEGRASI,5B,STASIUN TEBET - BIDARA CINA,46078
November,2019,ANGKUTAN UMUM INTEGRASI,5F,KAMPUNG MELAYU - TANAH ABANG,63638
November,2019,ANGKUTAN UMUM INTEGRASI,6C,STASIUN TEBET - KARET VIA PATRA KUNINGAN,273019
November,2019,ANGKUTAN UMUM INTEGRASI,6H,LEBAK BULUS - STASIUN SENEN,114833
November,2019,ANGKUTAN UMUM INTEGRASI,6M,BLOK M - STASIUN MANGGARAI,88182
November,2019,ANGKUTAN UMUM INTEGRASI,6N,RAGUNAN - BLOK M VIA KEMANG,113396
November,2019,ANGKUTAN UMUM INTEGRASI,6Q,EPICENTRUM - CASABLANCA,14775
November,2019,ANGKUTAN UMUM INTEGRASI,7A,KAMPUNG RAMBUTAN - LEBAK BULUS,114256
November,2019,ANGKUTAN UMUM INTEGRASI,7B,KAMPUNG RAMBUTAN - BLOK M,120148
November,2019,ANGKUTAN UMUM INTEGRASI,7D,PANCORAN - TMII,86822
November,2019,ANGKUTAN UMUM INTEGRASI,7E,KAMPUNG RAMBUTAN - RAGUNAN,18211
November,2019,ANGKUTAN UMUM INTEGRASI,7N,GANDARIA - KAMPUNG RAMBUTAN,8588
November,2019,ANGKUTAN UMUM INTEGRASI,7P,PONDOK KELAPA - BKN,33976
November,2019,ANGKUTAN UMUM INTEGRASI,8C,KEBAYORAN LAMA - TANAH ABANG,84037
November,2019,ANGKUTAN UMUM INTEGRASI,8D,JOGLO - BLOK M,92288
November,2019,ANGKUTAN UMUM INTEGRASI,8E,BINTARO - BLOK M,61023
November,2019,ANGKUTAN UMUM INTEGRASI,8K,BATUSARI - TANAH ABANG,46848
November,2019,ANGKUTAN UMUM INTEGRASI,9D,PASAR MINGGU - TANAH ABANG,155916
November,2019,ANGKUTAN UMUM INTEGRASI,9E,KEBAYORAN LAMA - GROGOL 2,71977
November,2019,ANGKUTAN UMUM INTEGRASI,9H,CIPEDAK - BLOK M,73213
November,2019,ANGKUTAN UMUM INTEGRASI,11A,PULO GEBANG - RAWAMANGUN,17462
November,2019,ANGKUTAN UMUM INTEGRASI,11D,PULOGEBANG - PULOGADUNG 2 VIA PIK,89221
November,2019,ANGKUTAN UMUM INTEGRASI,11Q,KAMPUNG MELAYU - PULOGEBANG VIA BKT,72684
November,2019,ANGKUTAN UMUM INTEGRASI,11T,PULO GEBANG - STASIUN CAKUNG,846
November,2019,ANGKUTAN UMUM INTEGRASI,11U,PULOGEBANG - STASIUN CAKUNG VIA CILINCING,9346
November,2019,ANGKUTAN UMUM INTEGRASI,12A,PELABUHAN KALIADEM - KOTA,15754
November,2019,ANGKUTAN UMUM INTEGRASI,12B,PLUIT - STASIUN SENEN,46261
November,2019,ANGKUTAN UMUM INTEGRASI,12E,HISTORY OF JAKARTA EXPLORER,9219
November,2019,ANGKUTAN UMUM INTEGRASI,12K,ASEMKA EXPLORER,9927
November,2019,ANGKUTAN UMUM INTEGRASI,MR1,CSW - PAKUBUWONO,1884
November,2019,ANGKUTAN UMUM INTEGRASI,MR2,CSW - KRAMAT PELA,11825
November,2019,ANGKUTAN UMUM INTEGRASI,MR3,CSW - WIJAYA,4085
November,2019,ANGKUTAN UMUM INTEGRASI,MR5,STASIUN MRT BLOK A - RADIO DALAM,6285
November,2019,ANGKUTAN UMUM INTEGRASI,MR8,CIPETE - ANTASARI,8911
November,2019,ANGKUTAN UMUM INTEGRASI,MR9,SOUTH QUARTER - LEBAK BULUS,10456
November,2019,ANGKUTAN UMUM INTEGRASI,10K,SENIN - TANJUNG PRIOK,39077
November,2019,ANGKUTAN UMUM INTEGRASI,10F,LRT PEGANGSAAN - KELAPA GADING,876
November,2019,ANGKUTAN UMUM INTEGRASI,6R,RAGUNAN - FATMAWATI,0
November,2019,ANGKUTAN UMUM INTEGRASI,5M,KAMPUNG MELAYU - TANAH ABANG VIA CIKINI,0
November,2019,TRANSJABODETABEK,B11,SUMMARECON BEKASI - TOSARI,69589
November,2019,TRANSJABODETABEK,B12,SUMMARECON BEKASI - TANJUNG PRIOK,46995
November,2019,TRANSJABODETABEK,B21,BEKASI TIMUR - GROGOL 2,89696
November,2019,TRANSJABODETABEK,B22,BEKASI TIMUR - JUANDA,54748
November,2019,TRANSJABODETABEK,D11,DEPOK - BKN,11875
November,2019,TRANSJABODETABEK,D21,UI - LEBAK BULUS,159894
November,2019,TRANSJABODETABEK,S11,BSD - GROGOL 2,130119
November,2019,TRANSJABODETABEK,S21,CIPUTAT - TOSARI,16155
November,2019,TRANSJABODETABEK,S22,CIPUTAT - KAMPUNG RAMBUTAN,108359
November,2019,TRANSJABODETABEK,S41,PONDOK CABE - TANAH ABANG,67941
November,2019,TRANSJABODETABEK,T11,PORIS PLAWAD - BUNDARAN SENAYAN,246372
November,2019,TRANSJABODETABEK,T12,PORIS PLAWAD - JUANDA,88801
November,2019,TRANSJABODETABEK,7C,CIBUBUR - BKN,186186
November,2019,TRANSJABODETABEK,2B,HARAPAN INDAH - ASMI,107934
November,2019, ANGKUTAN EKSEKUTIF ROYAL TRANS ,B13,BEKASI BARAT - BLOK M,20721
November,2019, ANGKUTAN EKSEKUTIF ROYAL TRANS ,B14,BEKASI BARAT - KUNINGAN,1794
November,2019, ANGKUTAN EKSEKUTIF ROYAL TRANS ,B23,BEKASI TIMUR - TEBET,1017
November,2019, ANGKUTAN EKSEKUTIF ROYAL TRANS ,B24,BEKASI TIMUR - KALIDERES,2656
November,2019, ANGKUTAN EKSEKUTIF ROYAL TRANS ,1K,CIBUBUR JUNCTION - BLOK M,21326
November,2019, ANGKUTAN EKSEKUTIF ROYAL TRANS ,1T,CIBUBUR - KOTA,18585
November,2019, ANGKUTAN EKSEKUTIF ROYAL TRANS ,6P,CIBUBUR - KUNINGAN,2108
November,2019, ANGKUTAN EKSEKUTIF ROYAL TRANS ,1U,TAMAN MINI - BALAI KOTA,6397
November,2019, ANGKUTAN EKSEKUTIF ROYAL TRANS ,D31,CINERE - KUNINGAN,2319
November,2019, ANGKUTAN EKSEKUTIF ROYAL TRANS ,S31,BINTARO - BLOK M VIA JORR,15764
November,2019, ANGKUTAN EKSEKUTIF ROYAL TRANS ,S12,BSD - MRT FATMAWATI,20531
November,2019, ANGKUTAN EKSEKUTIF ROYAL TRANS ,B15,JATI BENING - BLOK M,4324
November,2019, ANGKUTAN EKSEKUTIF ROYAL TRANS ,B16,JATI BENING - KUNINGAN,1339
November,2019, ANGKUTAN UMUM LAINNYA ,GR1,BUNDARAN SENAYAN - HARMONI (BUS GRATIS),488787
November,2019, ANGKUTAN UMUM LAINNYA ,GR2,TANAH ABANG EXPLORER,234189
November,2019, ANGKUTAN UMUM LAINNYA ,TJC,TRANSJAKARTA CARES,474
November,2019, ANGKUTAN UMUM LAINNYA ,G1,GRATIS GATE NON BRT,3957
November,2019, ANGKUTAN UMUM LAINNYA ,,ROMBONGAN RT/RW JUMANTIK,13749
November,2019, ANGKUTAN UMUM LAINNYA ,,ROMBONGAN HUT TNI,1446
November,2019, ANGKUTAN UMUM LAINNYA ,,RM FESTIVAL BAKAR BATU,1858
November,2019, ANGKUTAN UMUM LAINNYA ,,MILAD BANK JABAR,3906
November,2019, ANGKUTAN UMUM LAINNYA ,,KONGRES VIII LMND,256
November,2019, ANGKUTAN UMUM LAINNYA ,,ROMBONGAN PRA PON GULAT,0
November,2019, ANGKUTAN UMUM LAINNYA ,,ROMBONGAN KEGIATAN PERTIKAWAN,0
November,2019, ANGKUTAN UMUM LAINNYA ,,ROMBONGAN KORPRI DKI,0
November,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-1,TANJUNG PRIOK - PLUMPANG,105862
November,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-2,KAMPUNG MELAYU - DUREN SAWIT,83589
November,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-3,LEBAK BULUS - PONDOK LABU,82792
November,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-4,GROGOL - JEMBATAN DUA,68926
November,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-5,SEMPER - ROROTAN,11759
November,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-6,KAMPUNG RAMBUTAN - PONDOK GEDE,13011
November,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-7,TANAH ABANG - TAWAKAL,89118
November,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-8,ROXY - BENDUNGAN HILIR,16725
November,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-9,ROXY KARET,2094
November,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-10,TANAH ABANG-KOTA,65322
November,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-11,TANAH ABANG-KEBAYORAN LAMA,80113
November,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-12,TANAH ABANG- KAMPUNG BARU KEBAYORAN,63344
November,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-13,TANAH ABANG - KOTA INTAN ,725
November,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-14,TANAH ABANG-MERUYA,162745
November,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-15,TANJUNG PRIOK - BULAK TURI,188212
November,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-16,PGC - CONDET,157349
November,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-17,PULOGADUNG - SENEN,58569
November,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-18,STASIUN KALIBATA - KUNINGAN,41755
November,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-19,PINANG RANTI - SETU,246895
November,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-20,LUBANG BUAYA - CAWANG UKI,14684
November,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-21,DWIKORA - CILILITAN,166231
November,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-22,PENAS KALIMALANG - DWIKORA,79327
November,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-24,SENEN - PULOGADUNG VIA KELAPA GADING,110069
November,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-25,PASAR REBO - KALISARI,102073
November,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-26,RAWAMANGUN - DUREN SAWIT,9127
November,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-27,PULOGEBANG - ROROTAN,88469
